"","min","max","mean","mean.distr","contrast","entropy","ang.momentum","IR.min","IR.max","IR.mean"
"1",0.03125,0.110671936758893,0.0333530226869824,0.277847249218755,0.00283071683926713,0.519033974621367,0.0851636174667951,0.921951219512195,0.923076923076923,0.962546616392662
"2",0.03125,0.375494071146245,0.0788911204362363,0.402825873428035,0.0688155108980991,0.0889275480966025,0.216546685619087,0.775609756097561,0.769230769230769,0.851432068704057
"3",0.140625,0.561264822134387,0.411138444449431,0.615824462547351,0.224930618012396,0.0132009823986901,0.284721903801183,0.658536585365854,0.793679593254735,0.658343900809127
"4",0.015625,0.596837944664032,0.157234561183044,0.509325167987693,0.236461901177573,0.101719197707736,0.683112476500527,0.565853658536585,0.730769230769231,0.764003662766776
"5",0.015625,0.462450592885375,0.0775215705854633,0.432976358645838,0.113599552120301,0.0901555464592714,0.665573845660049,0.68780487804878,0.730769230769231,0.830453637601656
"6",0.046875,0.24901185770751,0.10477792675538,0.374134282656255,0.0334941902307749,0.0734752353663528,0.209332538554419,0.88780487804878,0.826923076923077,0.89023977626006
"7",0.015625,0.367588932806324,0.0994904685501425,0.438325638281254,0.102721413621092,0.0774662300450266,0.228911611414248,0.8,0.961538461538462,0.922567348327433
"8",0.078125,0.541501976284585,0.230975669277203,0.606098499573867,0.250780844984036,0.0160663119115841,0.852216974643496,0.678048780487805,0.711538461538462,0.729003995489961
"9",0.640625,0.620553359683794,0.707062192850571,0.558441281003791,0.149167225669716,0.0174989766680311,0.273067693765571,0.712195121951219,0.403846153846154,0.518671394147633
"10",0.15625,0.596837944664032,0.37799295379575,0.705789620052086,0.349446325072152,0.00941465411379451,0.297109755911168,0.678048780487805,0.769230769230769,0.698176958122804
"11",0.140625,0.557312252964427,0.487563954401634,0.492304732784095,0.0901187255809848,0.0238436348751535,0.2566753786663,0.648780487804878,0.807692307692308,0.560958167791833
"12",0.015625,0.466403162055336,0.10557174674057,0.460209054971595,0.155604147109497,0.0835038886614818,0.226779464135601,0.775609756097561,0.903846153846154,0.897451902754854
"13",0.09375,0.458498023715415,0.281570473262572,0.495708819824814,0.108961586093507,0.0255832992222677,0.781626851299922,0.439024390243902,0.576923076923077,0.495423884650964
"14",0.015625,0.075098814229249,0.0212571247447434,0.275415758475384,0.00184030523630035,0.480556692591076,0.0859431121708163,0.951219512195122,1,0.970931240645089
"15",0.09375,0.375494071146245,0.134525839822274,0.405257364171406,0.051678985368988,0.0502455996725338,0.228506579852355,0.741463414634146,0.826923076923077,0.858241178383678
"16",0.0625,0.561264822134387,0.182271447164688,0.546770125435609,0.213850730471217,0.0257879656160458,0.269391841288765,0.692682926829268,0.826923076923077,0.81430765928771
"17",0.09375,0.351778656126482,0.17276664497453,0.455346073484853,0.105930826586936,0.0516782644289808,0.728781695630244,0.717073170731707,0.653846153846154,0.740170373015494
"18",0.0625,0.687747035573123,0.365228019881965,0.739344192310608,0.511502314478978,0.0106426524764634,0.303154660919804,0.6,0.923076923076923,0.721425404867881
"19",0.09375,0.474308300395257,0.202487209119673,0.551633106922352,0.175372973818974,0.0238436348751535,0.268612346584743,0.741463414634146,0.826923076923077,0.809621417250807
"20",0.71875,0.865612648221344,0.872514053138254,0.806453336827653,0.493198469945424,0.00726565697912403,0.915378971984043,0.439024390243902,0.134615384615385,0.204986536426628
"21",0.03125,0.592885375494071,0.140306279873438,0.451941986444133,0.0988258793067706,0.0396029471960704,0.244256958136549,0.746341463414634,0.884615384615385,0.878487618479914
"22",0.0625,0.940711462450593,0.503260131723627,0.954774272173296,0.876406965437262,0.00327466230045027,0.321533923303835,0.6,0.884615384615385,0.660101241572965
"23",0.046875,0.272727272727273,0.098203666719027,0.385805438224436,0.0495360962528647,0.0816618911174785,0.64207437296529,0.804878048780488,0.730769230769231,0.831917619613985
"24",0.078125,0.652173913043478,0.455514524381213,0.704817023754737,0.364256427000657,0.00859598853868195,0.905635288183777,0.55609756097561,0.711538461538462,0.546240556050735
"25",0.09375,0.525691699604743,0.246809292462357,0.543852336543564,0.168815375975451,0.020261972984036,0.821587418038424,0.653658536585366,0.75,0.746320597064725
"26",0.046875,0.762845849802372,0.37018588851738,0.68682399225379,0.41172904008409,0.0127916496111339,0.297675271676831,0.68780487804878,0.903846153846154,0.753496170871632
"27",0.0625,0.505928853754941,0.215691128290286,0.506893677244322,0.161837732182036,0.0434916086778551,0.25435982086906,0.765853658536585,0.826923076923077,0.825474036813243
"28",0.0625,0.660079051383399,0.268476651033369,0.609502586614586,0.344717405307317,0.0292672943102742,0.82592049154019,0.15609756097561,0.653846153846154,0.53401227607964
"29",0.0625,0.399209486166008,0.0647839855934295,0.321127784450763,0.0293869860915385,0.428264428980761,0.116985342442722,0.741463414634146,0.884615384615385,0.929889132885891
"30",0.0625,0.213438735177866,0.0570049704912147,0.308484032585232,0.0129615029176626,0.238641015145313,0.430991792379293,0.814634146341463,0.653846153846154,0.829831304659155
"31",0.09375,0.802371541501976,0.671369044947602,0.688769184848487,0.353366701026968,0.0098239869013508,0.896418909624467,0.536585365853659,0.692307692307692,0.406787365516569
"32",0.09375,0.66798418972332,0.509121917285641,0.648406438508525,0.293726247661473,0.0112566516577978,0.876908615709111,0.517073170731707,0.634615384615385,0.441641759290241
"33",0,0.110671936758893,0.0110945459237484,0.292436193678982,0.00773487731404246,0.348342202210397,0.112369511058126,0.931707317073171,0.903846153846154,0.956506050407094
"34",0.0519329802022959,0.691699604743083,0.294965133631039,0.783597323839964,0.527440052280145,0.00634465820712239,0.307892765983462,0.678048780487805,0.903846153846154,0.761038208805824
"35",0.25,0.648221343873518,0.552977666449745,0.745179770094699,0.396262539472811,0.00716332378223495,0.912513182631024,0.360975609756098,0.480769230769231,0.266237594345768
"36",0.171875,0.533596837944664,0.350682601036735,0.609502586614586,0.231774291552922,0.0138149815800246,0.856183227108075,0.595121951219512,0.576923076923077,0.601889680238961
"37",0.09375,0.316205533596838,0.152769674393555,0.444161216065345,0.0817339973009121,0.0427752762996316,0.729056811408134,0.746341463414634,0.711538461538462,0.790693685663755
"38",0.078125,0.656126482213439,0.338958328658304,0.624091531074813,0.285057150059064,0.0168849774866967,0.851620890458068,0.658536585365854,0.846153846153846,0.724646727644048
"39",0.015625,0.138339920948617,0.0206273982900613,0.294867684422354,0.00911223913499662,0.378325828898895,0.115930731960811,0.907317073170732,0.980769230769231,0.984550397252737
"40",0.078125,0.525691699604743,0.38804613692974,0.650837929251896,0.297327452187382,0.0122799836266885,0.881746068137008,0.585365853658537,0.730769230769231,0.580215810818283
"41",0.0625,0.375494071146245,0.14556568790252,0.449510495700762,0.0903402765057129,0.0402169463774048,0.731922600761154,0.712195121951219,0.615384615384615,0.740426241830709
"42",0.015625,0.0671936758893281,0.00854688867446088,0.267634988096596,0.00165181036034506,0.767703643061809,0.0412520824735965,0.951219512195122,0.884615384615385,0.957567952852656
"43",0.03125,0.525691699604743,0.286665787761147,0.643543457021783,0.273942539777578,0.0116659844453541,0.876931542023935,0.595121951219512,0.692307692307692,0.632350253478832
"44",0.125,0.573122529644269,0.236207728384534,0.530235988380685,0.155025447998748,0.0262996316004912,0.79905085056628,0.629268292682927,0.692307692307692,0.726880190598836
"45",0.0625,0.845849802371542,0.46869039337567,0.804508144232956,0.682184345290231,0.0116659844453541,0.301542176777171,0.609756097560976,0.807692307692308,0.64706786521993
"46",0.09375,0.466403162055336,0.253985930031641,0.524400410596594,0.158955744736509,0.0279369627507163,0.80677701866202,0.653658536585366,0.692307692307692,0.707659100260274
"47",0.03125,0.0316205533596838,0.0155867816349887,0.264230901055877,0.000304210888225951,0.749283667621777,0.0400217035780335,0.970731707317073,0.865384615384615,0.944168112372335
"48",0.0625,0.588932806324111,0.154604857168503,0.451455688295459,0.145342763844413,0.0854482194023741,0.674033655830162,0.541463414634146,0.634615384615385,0.718898583161583
"49",0,0.221343873517787,0.0598534658797657,0.418873712334285,0.0628696285309654,0.0514735980352026,0.232679169150351,0.873170731707317,0.903846153846154,0.934722522922753
"50",0.03125,0.217391304347826,0.0443220833426834,0.330853747424247,0.0267133350878569,0.216639377814163,0.159185045929051,0.839024390243902,0.942307692307692,0.949843151479025
"51",0.125,0.549407114624506,0.332795003702623,0.647433842211177,0.278360661254311,0.0117683176422431,0.881746068137008,0.702439024390244,0.826923076923077,0.752581416426028
"52",0.03125,0.525691699604743,0.184189377959294,0.590536958816291,0.261710293772637,0.0264019647973803,0.273235820074281,0.682926829268293,0.903846153846154,0.839789568987575
"53",0.0625,0.778656126482213,0.161672099050782,0.483065067959284,0.149605406810832,0.0466639377814163,0.246534305409082,0.609756097560976,0.846153846153846,0.829098376404584
"54",0.046875,0.173913043478261,0.0532518569216615,0.31626480296402,0.0101803503099888,0.154625460499386,0.159047488040106,0.829268292682927,0.826923076923077,0.859706097644413
"55",0.0625,0.83399209486166,0.597513346273814,0.639166773683715,0.278481337658054,0.0127916496111339,0.872025310651566,0.526829268292683,0.653846153846154,0.411363949489809
"56",0,0.640316205533597,0.0566213843322936,0.375593177102277,0.158061207579923,0.465718379042161,0.112239595274122,0.68780487804878,0.903846153846154,0.91330452231729
"57",0.09375,0.66403162055336,0.504164048650226,0.798186268300191,0.502041220932503,0.00573065902578796,0.934568297491861,0.478048780487805,0.653846153846154,0.43944484902334
"58",0.0625,0.778656126482213,0.62439060992303,0.769980975677085,0.464381928873224,0.00573065902578796,0.930235223990096,0.517073170731707,0.615384615384615,0.389397658566029
"59",0.03125,0.0395256916996047,0.0169563314857617,0.264717199204551,0.000205003058775798,0.673557101923864,0.0481834716554328,0.95609756097561,0.884615384615385,0.942228008169057
"60",0.015625,0.490118577075099,0.140470373403945,0.456804967930875,0.122364563852223,0.0551575931232092,0.724746664221193,0.629268292682927,0.711538461538462,0.762319427378713
"61",0,0.632411067193676,0.12959532010861,0.490359540189398,0.256554740658035,0.216741711011052,0.187590749996179,0.746341463414634,0.961538461538462,0.91897956142398
"62",0.0625,0.474308300395257,0.145373544195858,0.430544867902466,0.0862975971387509,0.0525992632009824,0.23251104284164,0.780487804878049,0.826923076923077,0.86530709412692
"63",0.0625,0.660079051383399,0.419931473419653,0.728159334891101,0.399230520264906,0.00767498976668031,0.914438993076253,0.536585365853659,0.653846153846154,0.52533523032411
"64",0.09375,0.521739130434783,0.31320896820232,0.652296823697919,0.298638662227659,0.014428980761359,0.868425879224174,0.614634146341463,0.807692307692308,0.699861193510867
"65",0,0.00790513833992095,0.00139760002692817,0.264717199204551,0.00013555757816069,0.625255832992223,0.0475033243156495,1,0.942307692307692,0.987003176334853
"66",0.046875,0.359683794466403,0.13291014967574,0.37364798450758,0.0371963089608004,0.0924068767908309,0.62199092117933,0.678048780487805,0.692307692307692,0.766932564039841
"67",0.078125,0.640316205533597,0.542404152548078,0.55600979026042,0.160843987195999,0.0168849774866967,0.828671649319089,0.419512195121951,0.634615384615385,0.319689808267093
"68",0.015625,0.114624505928854,0.0154773859479838,0.273470565880687,0.00220404082219639,0.505730659025788,0.0702615128310942,0.921951219512195,0.961538461538462,0.977594139573158
"69",0.140625,0.628458498023715,0.416561946009021,0.621660040331442,0.23405773832181,0.0123823168235776,0.864276216241001,0.609756097560976,0.769230769230769,0.634144146930558
"70",0.046875,0.446640316205534,0.158029082422638,0.493277329081443,0.132814481676393,0.0322349570200573,0.776330872575542,0.648780487804878,0.711538461538462,0.768031019173291
"71",0.03125,0.41897233201581,0.142223509413639,0.558927579152465,0.196958930815793,0.0213876381498158,0.275345041038104,0.741463414634146,0.903846153846154,0.876436918964565
"72",0.09375,0.782608695652174,0.393086052330409,0.798186268300191,0.557283473753418,0.00675399099467867,0.306318492365537,0.619512195121951,0.826923076923077,0.701764745026257
"73",0.046875,0.363636363636364,0.115953818189978,0.432976358645838,0.0841265726821956,0.0483012689316414,0.710669906919162,0.68780487804878,0.596153846153846,0.753716424247366
"74",0.0625,0.802371541501976,0.586369297399188,0.772898764569131,0.494445194896559,0.00777732296356938,0.923609519005915,0.55609756097561,0.692307692307692,0.489272723353325
"75",0.015625,0.0118577075098814,0.0138609945470458,0.26228570846118,6.94454806151076e-05,0.739152681129759,0.0332660828098491,0.985365853658537,0.884615384615385,0.953869570637132
"76",0.078125,0.707509881422925,0.506739054821264,0.732049720080494,0.415320323827054,0.0073679901760131,0.919712045485809,0.521951219512195,0.596153846153846,0.455041599770562
"77",0.03125,0.138339920948617,0.0357204968247201,0.313833312220649,0.0113196133402625,0.175706099058535,0.157007046020756,0.926829268292683,0.961538461538462,0.976276368312381
"78",0.0625,0.08300395256917,0.0423494547045755,0.289518404786937,0.00321266698265022,0.269136307818256,0.126094731532853,0.921951219512195,0.807692307692308,0.911327865426125
"79",0.0625,0.66403162055336,0.226976415411889,0.565735753233905,0.263259562920463,0.0333606221858371,0.804919987161264,0.565853658536585,0.634615384615385,0.681116225363254
"80",0.015625,0.0671936758893281,0.015504734869735,0.272984267732013,0.0013326786145698,0.490994678673762,0.0797912176930014,0.946341463414634,0.884615384615385,0.944314323123886
"81",0.0625,0.802371541501976,0.693639482305949,0.777275447907199,0.551182192242233,0.00777732296356938,0.926200192581044,0.521951219512195,0.634615384615385,0.372849600685316
"82",0.09375,0.648221343873518,0.548156542423087,0.700926638565343,0.330219887407844,0.00890298812934916,0.899812004218442,0.409756097560976,0.634615384615385,0.360108645835383
